label,frame_id,num_subframes,rotation_degrees,transparency_type,transparency_flag,shift_x,shift_y,top_left_x_pixels,top_left_y_pixels,sizeX,sizeY,flip_x,flip_y
eff1,63,1,0,1,true,-24,-47,96,88,16,16,true,false
eff1,64,1,0,1,true,-24,-47,112,88,16,16,true,false
eff1,65,1,0,1,true,-24,-47,128,88,16,16,true,false
eff1,66,1,90,1,true,-39,18,96,88,16,16,true,true
eff1,67,1,90,1,true,-39,18,112,88,16,16,true,true
eff1,68,1,90,1,true,-39,18,128,88,16,16,true,true
eff1,69,1,0,1,true,-40,-14,144,88,16,16,false,false
eff1,70,1,0,1,true,-42,-15,160,88,16,16,false,false
eff1,71,1,0,1,true,-42,-15,176,88,16,16,false,false
eff1,72,1,0,1,true,-27,-39,0,88,16,16,false,false
eff1,73,1,0,1,true,-27,-39,16,88,16,16,false,false
eff1,74,1,0,1,true,-27,-39,32,88,16,16,false,false
eff1,75,1,0,1,true,-29,-18,48,88,16,16,false,false
eff1,76,1,0,1,true,-29,-18,64,88,16,16,false,false
eff1,77,1,0,1,true,-29,-18,80,88,16,16,false,false
eff1,78,1,0,1,true,-27,-12,0,88,16,16,false,true
eff1,79,1,0,1,true,-27,-12,16,88,16,16,false,true
eff1,80,1,0,1,true,-27,-12,32,88,16,16,false,true
eff1,81,1,0,1,true,-25,-44,0,88,16,16,false,false
eff1,82,1,0,1,true,-25,-44,16,88,16,16,false,false
eff1,83,1,0,1,true,-25,-44,32,88,16,16,false,false
eff1,84,1,0,1,true,-30,-38,0,88,16,16,false,false
eff1,85,1,0,1,true,-30,-38,64,88,16,16,false,false
eff1,86,1,0,1,true,-30,-38,80,88,16,16,false,false
eff1,87,1,0,1,true,-27,-22,0,88,16,16,false,true
eff1,88,1,0,1,true,-27,-22,16,88,16,16,false,true
eff1,89,1,0,1,true,-27,-22,32,88,16,16,false,true
eff1,90,1,0,1,true,-21,-32,0,88,16,16,false,false
eff1,91,1,0,1,true,-21,-32,16,88,16,16,false,false
eff1,92,1,0,1,true,-21,-32,32,88,16,16,false,false
eff1,93,1,0,1,true,-20,-19,48,88,16,16,false,false
eff1,94,1,0,1,true,-20,-19,64,88,16,16,false,false
eff1,95,1,0,1,true,-20,-19,80,88,16,16,false,false
eff1,96,1,0,1,true,-19,-17,0,88,16,16,false,true
eff1,97,1,0,1,true,-19,-17,16,88,16,16,false,true
eff1,98,1,0,1,true,-19,-17,32,88,16,16,false,true
eff1,99,1,0,1,true,-19,-34,0,88,16,16,false,false
eff1,100,1,0,1,true,-19,-34,16,88,16,16,false,false
eff1,101,1,0,1,true,-19,-34,32,88,16,16,false,false
eff1,102,1,0,1,true,-21,-28,0,88,16,16,false,false
eff1,103,1,0,1,true,-21,-28,64,88,16,16,false,false
eff1,104,1,0,1,true,-21,-28,80,88,16,16,false,false
eff1,105,1,0,1,true,-22,-21,0,88,16,16,false,true
eff1,106,1,0,1,true,-22,-21,16,88,16,16,false,true
eff1,107,1,0,1,true,-22,-21,32,88,16,16,false,true
eff1,108,1,0,1,true,-33,-35,0,16,32,24,false,true
eff1,109,1,0,1,true,-33,-35,32,16,32,24,false,true
eff1,110,1,0,1,true,-35,-32,64,16,32,24,false,true
eff1,111,1,0,1,true,-32,-12,0,16,32,24,false,false
eff1,112,1,0,1,true,-32,-12,32,16,32,24,false,false
eff1,113,1,0,1,true,-32,-15,64,16,32,24,false,false
eff1,114,1,135,1,true,-6,-2,96,16,32,24,true,false
eff1,115,1,135,1,true,-4,-2,128,16,32,24,true,false
eff1,116,1,135,1,true,-2,-2,160,16,32,24,true,false
eff1,117,1,45,1,true,-51,-21,96,16,32,24,false,false
eff1,118,1,45,1,true,-51,-21,128,16,32,24,false,false
eff1,119,1,45,1,true,-51,-20,160,16,32,24,false,false
eff1,120,1,0,1,true,-33,-36,0,16,32,24,false,true
eff1,121,1,0,1,true,-33,-36,32,16,32,24,false,true
eff1,122,1,0,1,true,-35,-32,64,16,32,24,false,true
eff1,123,1,0,1,true,-33,-22,0,16,32,24,false,false
eff1,124,1,0,1,true,-35,-21,32,16,32,24,false,false
eff1,125,1,0,1,true,-35,-25,64,16,32,24,false,false
eff1,126,1,0,1,true,-31,-32,0,64,32,24,false,false
eff1,127,1,0,1,true,-35,-36,32,64,32,24,false,false
eff1,128,1,0,1,true,-39,-40,64,64,24,24,false,false
eff1,129,1,0,1,true,-31,-17,216,48,32,16,false,false
eff1,130,1,0,1,true,-39,-13,192,64,32,16,false,false
eff1,131,1,0,1,true,-44,-10,224,64,24,16,false,false
eff1,132,1,0,1,true,-24,-18,88,64,24,24,false,false
eff1,133,1,0,1,true,-30,-8,112,64,24,24,false,false
eff1,134,1,0,1,true,-31,-6,136,64,24,24,false,false
eff1,135,1,0,1,true,-22,-36,88,64,24,24,false,true
eff1,136,1,0,1,true,-27,-46,112,64,24,24,false,true
eff1,137,1,0,1,true,-29,-50,136,64,24,24,false,true
eff1,138,1,0,1,true,-28,-20,216,48,32,16,false,true
eff1,139,1,0,1,true,-36,-24,192,64,32,16,false,true
eff1,140,1,0,1,true,-44,-28,224,64,24,16,false,true
eff1,141,1,0,1,true,-27,-26,0,64,32,24,false,true
eff1,142,1,0,1,true,-28,-25,32,64,32,24,false,true
eff1,143,1,0,1,true,-29,-24,64,64,24,24,false,true
eff1,144,1,0,1,true,-31,-30,0,64,32,24,false,false
eff1,145,1,0,1,true,-35,-34,32,64,32,24,false,false
eff1,146,1,0,1,true,-39,-38,64,64,24,24,false,false
eff1,147,1,0,1,true,-31,-15,216,48,32,16,false,false
eff1,148,1,0,1,true,-39,-11,192,64,32,16,false,false
eff1,149,1,0,1,true,-44,-8,224,64,24,16,false,false
eff1,150,1,0,1,true,-24,-16,88,64,24,24,false,false
eff1,151,1,0,1,true,-31,-6,112,64,24,24,false,false
eff1,152,1,0,1,true,-30,-4,136,64,24,24,false,false
eff1,153,1,0,1,true,-22,-36,88,64,24,24,false,true
eff1,154,1,0,1,true,-27,-46,112,64,24,24,false,true
eff1,155,1,0,1,true,-29,-50,136,64,24,24,false,true
eff1,156,1,0,1,true,-28,-20,216,48,32,16,false,true
eff1,157,1,0,1,true,-36,-24,192,64,32,16,false,true
eff1,158,1,0,1,true,-44,-28,224,64,24,16,false,true
eff1,159,1,0,1,true,-27,-26,0,64,32,24,false,true
eff1,160,1,0,1,true,-28,-25,32,64,32,24,false,true
eff1,161,1,0,1,true,-29,-24,64,64,24,24,false,true
eff1,162,1,0,1,true,-10,-29,160,64,24,8,false,false
eff1,163,1,0,1,true,-16,-29,160,72,24,16,false,false
eff1,164,1,0,1,true,-24,-29,192,80,24,16,false,false
eff1,165,1,0,1,true,-22,-29,216,80,24,16,false,false
eff1,166,1,0,1,true,-4,-31,160,64,24,8,false,false
eff1,167,1,0,1,true,-12,-31,160,72,24,16,false,false
eff1,168,1,0,1,true,-20,-31,192,80,24,16,false,false
eff1,169,1,0,1,true,-20,-31,216,80,24,16,false,false
eff1,170,1,0,1,true,0,-8,232,88,8,8,false,true
