label,frame_id,num_subframes,rotation_degrees,transparency_type,transparency_flag,shift_x,shift_y,top_left_x_pixels,top_left_y_pixels,sizeX,sizeY,flip_x,flip_y
mon,127,1,0,0,false,-28,-43,0,0,56,56,false,false
mon,128,1,0,0,false,-28,-43,56,0,56,56,false,false
mon,129,1,0,0,false,-28,-43,112,0,56,56,false,false
mon,130,1,0,0,false,-28,-43,168,0,56,56,false,false
mon,131,1,0,0,false,-28,-43,0,56,56,56,false,false
mon,132,1,0,0,false,-28,-43,56,56,56,56,false,false
mon,133,1,0,0,false,-28,-43,112,56,56,56,false,false
mon,134,1,0,0,false,-28,-43,168,56,56,56,false,false
mon,135,1,0,0,false,-28,-43,0,112,56,56,false,false
mon,136,1,0,0,false,-28,-43,56,112,56,56,false,false
mon,137,1,0,0,false,-28,-43,112,112,56,56,false,false
mon,138,1,0,0,false,-28,-43,168,112,56,56,false,false
mon,139,1,0,0,false,-28,-43,0,168,56,56,false,false
mon,140,1,0,0,false,-28,-43,168,168,56,56,false,false
mon,141,1,0,0,false,-28,-43,0,0,56,56,false,false
mon,142,1,0,0,false,-28,-43,56,0,56,56,false,false
mon,143,1,0,0,false,-28,-43,112,0,56,56,false,false
mon,144,1,0,0,false,-28,-43,168,0,56,56,false,false
mon,145,1,0,0,false,-28,-43,0,56,56,56,false,false
mon,146,1,0,0,false,-28,-43,56,56,56,56,false,false
mon,147,1,0,0,false,-28,-43,112,56,56,56,false,false
mon,148,1,0,0,false,-28,-43,168,56,56,56,false,false
mon,149,1,0,0,false,-28,-43,0,112,56,56,false,false
mon,150,1,0,0,false,-28,-43,56,112,56,56,false,false
mon,151,1,0,0,false,-28,-43,112,112,56,56,false,false
mon,152,1,0,0,false,-28,-43,168,112,56,56,false,false
mon,153,1,0,0,false,-28,-43,0,168,56,56,false,false
mon,154,1,0,0,false,-28,-43,168,168,56,56,false,false
mon,155,1,0,0,false,-24,-39,48,0,48,48,false,false
mon,156,1,0,0,false,-24,-39,144,0,48,48,false,false
mon,157,1,0,0,false,-30,-45,0,0,56,56,false,false
mon,158,1,0,0,false,-30,-45,56,0,56,56,false,false
mon,159,1,0,0,false,-30,-45,112,0,56,56,false,false
mon,160,1,0,0,false,-30,-45,168,0,56,56,false,false
mon,161,1,0,0,false,-30,-45,0,56,56,56,false,false
mon,162,1,0,0,false,-30,-45,56,56,56,56,false,false
mon,163,1,0,0,false,-29,-45,112,56,56,56,false,false
mon,164,1,0,0,false,-29,-45,168,56,56,56,false,false
mon,165,1,0,0,false,-29,-45,0,112,56,56,false,false
mon,166,1,0,0,false,-29,-45,56,112,56,56,false,false
mon,167,1,0,0,false,-29,-45,112,112,56,56,false,false
mon,168,1,0,0,false,-29,-45,168,112,56,56,false,false
mon,169,1,0,0,false,-29,-45,0,168,56,56,false,false
mon,170,1,0,0,false,-29,-45,168,168,56,56,false,false
mon,171,1,0,0,false,-24,-39,48,0,48,48,false,false
mon,172,1,0,0,false,-24,-39,144,0,48,48,false,false
mon,173,1,0,0,false,-28,-42,0,0,48,48,false,false
mon,174,1,0,0,false,-28,-42,48,0,48,48,false,false
mon,175,1,0,0,false,-28,-42,96,0,48,48,false,false
mon,176,1,0,0,false,-28,-42,144,0,48,48,false,false
mon,177,1,0,0,false,-28,-42,192,0,48,48,false,false
mon,178,1,0,0,false,-28,-42,0,48,48,48,false,false
mon,179,1,0,0,false,-28,-42,48,48,48,48,false,false
mon,180,1,0,0,false,-28,-42,96,48,48,48,false,false
mon,181,1,0,0,false,-28,-42,144,48,48,48,false,false
mon,182,1,0,0,false,-28,-42,192,48,48,48,false,false
mon,183,1,0,0,false,-24,-39,0,96,48,48,false,false
mon,184,1,0,0,false,-24,-39,48,96,48,48,false,false
mon,185,1,0,0,false,-24,-39,96,96,48,48,false,false
mon,186,1,0,0,false,-24,-39,144,96,48,48,false,false
mon,187,1,0,0,false,-24,-39,192,96,48,48,false,false
mon,188,1,0,0,false,-24,-39,0,144,48,48,false,false
mon,189,1,0,0,false,-24,-39,48,144,48,48,false,false
mon,190,1,0,0,false,-24,-39,96,144,48,48,false,false
mon,191,1,0,0,false,-24,-39,144,144,48,48,false,false
mon,192,1,0,0,false,-24,-39,192,144,48,48,false,false
mon,193,1,0,0,false,-28,-43,0,0,56,56,false,false
mon,194,1,0,0,false,-28,-43,56,0,56,56,false,false
mon,195,1,0,0,false,-28,-43,112,0,56,56,false,false
mon,196,1,0,0,false,-28,-43,168,0,56,56,false,false
mon,197,1,0,0,false,-28,-43,0,56,56,56,false,false
mon,198,1,0,0,false,-28,-43,56,56,56,56,false,false
mon,199,1,0,0,false,-28,-43,112,56,56,56,false,false
mon,200,1,0,0,false,-28,-43,168,56,56,56,false,false
mon,201,1,0,0,false,-28,-43,0,112,56,56,false,false
mon,202,1,0,0,false,-28,-43,56,112,56,56,false,false
mon,203,1,0,0,false,-28,-43,112,112,56,56,false,false
mon,204,1,0,0,false,-28,-43,168,112,56,56,false,false
mon,205,1,0,0,false,-28,-43,0,168,56,56,false,false
mon,206,1,0,0,false,-28,-43,168,168,56,56,false,false
