label,frame_id,subframes,rotation_degrees,x_shift,y_shift,top_left_x_pixels,top_left_y_pixels,sizeX,sizeY,flip_x,flip_y
item,74,1,0,-8,-8,224,96,16,16,FALSE,FALSE
item,75,1,0,-8,-8,0,112,16,16,FALSE,FALSE
item,76,1,0,-8,-8,16,112,16,16,FALSE,FALSE
item,77,1,0,-8,-8,32,112,16,16,FALSE,FALSE
item,78,1,0,-8,-8,48,112,16,16,FALSE,FALSE
item,79,1,0,-8,-8,64,112,16,16,FALSE,FALSE
item,80,1,0,-8,-8,80,112,16,16,FALSE,FALSE
item,81,1,0,-8,-8,96,112,16,16,FALSE,FALSE
item,82,1,0,-8,-8,112,112,16,16,FALSE,FALSE
item,83,1,0,-8,-8,128,112,16,16,FALSE,FALSE
item,84,1,0,-8,-8,144,112,16,16,FALSE,FALSE
item,85,1,0,-8,-8,160,112,16,16,FALSE,FALSE
item,86,1,0,-8,-8,176,112,16,16,FALSE,FALSE
item,87,1,0,-8,-8,192,112,16,16,FALSE,FALSE
item,88,1,0,-8,-8,208,112,16,16,FALSE,FALSE
item,89,1,0,-8,-8,224,112,16,16,FALSE,FALSE
item,90,1,0,-8,-8,0,128,16,16,FALSE,FALSE
item,91,1,0,-8,-8,16,128,16,16,FALSE,FALSE
item,92,1,0,-8,-8,32,128,16,16,FALSE,FALSE
item,93,1,0,-8,-8,48,128,16,16,FALSE,FALSE
item,94,1,0,-8,-8,64,128,16,16,FALSE,FALSE
item,95,1,0,-8,-8,80,128,16,16,FALSE,FALSE
item,96,1,0,-8,-8,96,128,16,16,FALSE,FALSE
item,97,1,0,-8,-8,112,128,16,16,FALSE,FALSE
item,98,1,0,-8,-8,128,128,16,16,FALSE,FALSE
item,99,1,0,-8,-8,144,128,16,16,FALSE,FALSE
item,100,1,0,-8,-8,160,128,16,16,FALSE,FALSE
item,101,1,0,-8,-8,176,128,16,16,FALSE,FALSE
item,102,1,0,-8,-8,192,128,16,16,FALSE,FALSE
item,103,1,0,-8,-8,208,128,16,16,FALSE,FALSE
item,104,1,0,-8,-8,224,128,16,16,FALSE,FALSE
item,105,1,0,-8,-8,0,144,16,16,FALSE,FALSE
item,106,1,0,-8,-8,16,144,16,16,FALSE,FALSE
item,107,1,0,-8,-8,32,144,16,16,FALSE,FALSE
item,108,1,0,-8,-8,48,144,16,16,FALSE,FALSE
item,109,1,0,-8,-8,64,144,16,16,FALSE,FALSE
item,110,1,0,-8,-8,80,144,16,16,FALSE,FALSE
item,111,1,0,-8,-8,96,144,16,16,FALSE,FALSE
item,112,1,0,-8,-8,112,144,16,16,FALSE,FALSE
item,113,1,0,-8,-8,128,144,16,16,FALSE,FALSE
item,114,1,0,-8,-8,144,144,16,16,FALSE,FALSE
item,115,1,0,-8,-8,160,144,16,16,FALSE,FALSE
item,116,1,0,-8,-8,176,144,16,16,FALSE,FALSE
item,117,1,0,-8,-8,192,144,16,16,FALSE,FALSE
item,118,1,0,-8,-8,208,144,16,16,FALSE,FALSE
item,119,1,0,-8,-8,224,144,16,16,FALSE,FALSE
item,120,1,0,-8,-8,0,160,16,16,FALSE,FALSE
item,121,1,0,-8,-8,16,160,16,16,FALSE,FALSE
item,122,1,0,-8,-8,32,160,16,16,FALSE,FALSE
item,123,1,0,-8,-8,48,160,16,16,FALSE,FALSE
item,124,1,0,-8,-8,64,160,16,16,FALSE,FALSE
item,125,1,0,-8,-8,80,160,16,16,FALSE,FALSE
item,126,1,0,-8,-8,96,160,16,16,FALSE,FALSE
item,127,1,0,-8,-8,112,160,16,16,FALSE,FALSE
item,128,1,0,-8,-8,128,160,16,16,FALSE,FALSE
item,129,1,0,-8,-8,144,160,16,16,FALSE,FALSE
item,130,1,0,-8,-8,160,160,16,16,FALSE,FALSE
item,131,1,0,-8,-8,176,160,16,16,FALSE,FALSE
item,132,1,0,-8,-8,192,160,16,16,FALSE,FALSE
item,133,1,0,-8,-8,208,160,16,16,FALSE,FALSE
item,134,1,0,-8,-8,224,160,16,16,FALSE,FALSE
item,135,1,0,-8,-8,0,176,16,16,FALSE,FALSE
item,136,1,0,-8,-8,16,176,16,16,FALSE,FALSE
item,137,1,0,-8,-8,32,176,16,16,FALSE,FALSE
item,138,1,0,-8,-8,48,176,16,16,FALSE,FALSE
item,139,1,0,-8,-8,64,176,16,16,FALSE,FALSE
item,140,1,0,-8,-8,80,176,16,16,FALSE,FALSE
item,141,1,0,-8,-8,96,176,16,16,FALSE,FALSE
item,142,1,0,-8,-8,112,176,16,16,FALSE,FALSE
item,143,1,0,-8,-8,128,176,16,16,FALSE,FALSE
item,144,1,0,-8,-8,144,176,16,16,FALSE,FALSE
item,145,1,0,-8,-8,160,176,16,16,FALSE,FALSE
item,146,1,0,-8,-8,176,176,16,16,FALSE,FALSE
item,147,1,0,-8,-8,192,176,16,16,FALSE,FALSE
item,148,1,0,-8,-8,208,176,16,16,FALSE,FALSE
item,149,1,0,-8,-8,224,176,16,16,FALSE,FALSE
item,150,1,0,-8,-8,0,192,16,16,FALSE,FALSE
item,151,1,0,-8,-8,16,192,16,16,FALSE,FALSE
item,152,1,0,-8,-8,32,192,16,16,FALSE,FALSE
item,153,1,0,-8,-8,48,192,16,16,FALSE,FALSE
item,154,1,0,-8,-8,64,192,16,16,FALSE,FALSE
item,155,1,0,-8,-8,80,192,16,16,FALSE,FALSE
item,156,1,0,-8,-8,96,192,16,16,FALSE,FALSE
item,157,1,0,-8,-8,112,192,16,16,FALSE,FALSE
item,158,1,0,-8,-8,128,192,16,16,FALSE,FALSE
item,159,1,0,-8,-8,144,192,16,16,FALSE,FALSE
item,160,1,0,-8,-8,160,192,16,16,FALSE,FALSE
item,161,1,0,-8,-8,176,192,16,16,FALSE,FALSE
item,162,1,0,-8,-8,192,192,16,16,FALSE,FALSE
item,163,1,0,-8,-8,208,192,16,16,FALSE,FALSE
item,164,1,0,-8,-8,224,192,16,16,FALSE,FALSE
item,165,1,0,-8,-8,0,208,16,16,FALSE,FALSE
item,166,1,0,-8,-8,16,208,16,16,FALSE,FALSE
item,167,1,0,-8,-8,32,208,16,16,FALSE,FALSE
item,168,1,0,-8,-8,48,208,16,16,FALSE,FALSE
item,169,1,0,-8,-8,64,208,16,16,FALSE,FALSE
item,170,1,0,-8,-8,80,208,16,16,FALSE,FALSE
item,171,1,0,-8,-8,96,208,16,16,FALSE,FALSE
item,172,1,0,-8,-8,112,208,16,16,FALSE,FALSE
item,173,1,0,-8,-8,128,208,16,16,FALSE,FALSE
item,174,1,0,-8,-8,144,208,16,16,FALSE,FALSE
item,175,1,0,-8,-8,160,208,16,16,FALSE,FALSE
item,176,1,0,-8,-8,176,208,16,16,FALSE,FALSE
item,177,1,0,-8,-8,192,208,16,16,FALSE,FALSE
item,178,1,0,-8,-8,208,208,16,16,FALSE,FALSE
item,179,1,0,-8,-8,224,208,16,16,FALSE,FALSE
