label,frame_id,num_subframes,rotation_degrees,transparency_type,transparency_flag,shift_x,shift_y,top_left_x_pixels,top_left_y_pixels,sizeX,sizeY,flip_x,flip_y
wep2,89,1,0,0,false,-12,-25,224,16,24,16,true,true
wep2,90,1,0,0,false,-12,-33,224,16,24,16,true,true
wep2,91,1,0,0,false,-14,-39,224,16,24,16,true,true
wep2,92,1,0,0,false,-25,-31,152,152,24,24,false,true
wep2,93,1,90,0,false,-29,-1,128,152,24,24,true,false
wep2,94,1,0,0,false,-22,-13,176,152,24,24,true,true
wep2,95,1,90,0,false,-39,2,176,152,24,24,true,true
wep2,96,1,0,0,false,-21,-34,176,152,24,24,false,true
wep2,97,1,90,0,false,-20,0,128,152,24,24,true,true
wep2,98,1,0,0,false,-22,-49,176,152,24,24,false,false
wep2,99,1,0,0,false,2,-47,152,152,24,24,true,false
wep2,100,1,153.018,0,false,-39,7,128,152,24,24,false,false
wep2,101,1,90,0,false,-39,10,152,152,24,24,false,true
wep2,102,1,90,0,false,-26,9,176,152,24,24,false,true
wep2,103,1,90,0,false,-3,9,152,152,24,24,true,true
wep2,104,1,90,0,false,-44,10,152,152,24,24,false,true
wep2,105,1,90,0,false,-46,13,152,152,24,24,false,true
wep2,106,1,26.455,0,false,-37,-21,128,152,24,24,false,false
wep2,107,1,90,0,false,-47,13,152,152,24,24,false,true
wep2,108,1,90,0,false,-46,14,152,152,24,24,false,true
wep2,109,1,90,0,false,-46,14,152,152,24,24,false,true
wep2,110,1,90,0,false,-21,13,176,152,24,24,true,true
wep2,111,1,90,0,false,-19,13,176,152,24,24,true,true
wep2,112,1,90,0,false,-24,8,176,152,24,24,false,true
wep2,113,1,90,0,false,-14,12,152,152,24,24,true,true
wep2,114,1,0,0,false,-25,-4,176,152,24,24,false,true
wep2,115,1,90,0,false,-3,9,152,152,24,24,true,true
wep2,116,1,90,0,false,-48,-24,152,152,24,24,false,false
wep2,117,1,90,0,false,-48,-27,152,152,24,24,false,false
wep2,118,1,90,0,false,-39,-34,176,152,24,24,false,false
wep2,119,1,140.01,0,false,-23,21,176,152,24,24,false,true
wep2,120,1,90,0,false,-28,7,176,152,24,24,false,true
wep2,121,1,90,0,false,-13,8,176,152,24,24,true,true
wep2,122,1,23.027,0,false,-30,-11,128,152,24,24,false,false
wep2,123,1,90,0,false,-27,8,176,152,24,24,false,true
wep2,124,1,124.98,0,false,-39,20,176,152,24,24,false,true
wep2,125,1,124.98,0,false,-32,12,176,152,24,24,false,true
wep2,126,1,124.98,0,false,-37,19,176,152,24,24,false,true
wep2,127,1,124.98,0,false,-32,20,176,152,24,24,false,true
wep2,128,1,124.98,0,false,-31,21,176,152,24,24,false,true
wep2,129,1,140.01,0,false,-23,21,176,152,24,24,false,true
wep2,130,1,0,0,false,-32,-37,152,152,24,24,false,false
wep2,131,1,0,0,false,-33,-36,152,152,24,24,false,false
wep2,132,1,140.01,0,false,-23,21,176,152,24,24,false,true
wep2,133,1,23.027,0,false,-30,-12,128,152,24,24,false,false
wep2,134,1,23.027,0,false,-30,-11,128,152,24,24,false,false
wep2,135,1,0,0,false,-19,-22,80,48,24,16,false,false
wep2,136,1,0,0,false,-19,-28,56,48,24,16,false,false
wep2,137,1,90,0,false,-35,-6,104,48,24,16,false,false
wep2,138,1,90,0,false,-34,-6,80,48,24,16,false,false
wep2,139,1,0,0,false,-19,-36,56,48,24,16,false,false
wep2,140,1,0,0,false,-24,-16,104,48,24,16,false,false
wep2,141,1,0,0,false,-19,-36,56,48,24,16,false,false
wep2,142,1,0,0,false,-19,-36,56,48,24,16,false,false
wep2,143,1,0,0,false,-19,-36,56,48,24,16,false,false
wep2,144,1,0,0,false,-20,-21,80,48,24,16,false,false
wep2,145,1,0,0,false,-20,-21,80,48,24,16,false,false
wep2,146,1,0,0,false,-20,-21,80,48,24,16,false,false
wep2,147,1,0,0,false,-24,-16,104,48,24,16,false,false
wep2,148,1,0,0,false,-24,-16,104,48,24,16,false,false
wep2,149,1,0,0,false,-24,-16,104,48,24,16,false,false
wep2,150,1,90,0,false,-35,-4,176,48,24,16,false,false
wep2,151,1,90,0,false,-38,-5,128,48,24,16,false,false
wep2,152,1,90,0,false,-38,-7,128,48,24,16,false,false
wep2,153,1,0,0,false,-31,-32,152,48,24,16,false,false
wep2,154,1,0,0,false,-28,-32,152,48,24,16,false,false
wep2,155,1,0,0,false,-28,-23,128,48,24,16,false,false
wep2,156,1,0,0,false,-28,-23,128,48,24,16,false,false
wep2,157,1,90,0,false,-45,-1,128,48,24,16,false,false
wep2,158,1,90,0,false,-41,3,176,48,24,16,false,false
wep2,159,1,90,0,false,-41,3,176,48,24,16,false,false
wep2,160,1,0,0,false,-28,-32,152,48,24,16,false,false
wep2,161,1,0,0,false,-28,-32,152,48,24,16,false,false
wep2,162,1,0,0,false,-28,-32,152,48,24,16,false,false
wep2,163,1,0,0,false,-26,-22,176,48,24,16,false,false
wep2,164,1,0,0,false,-26,-22,176,48,24,16,false,false
wep2,165,1,0,0,false,-26,-22,176,48,24,16,false,false
wep2,166,3,90,0,false,-30,0,128,8,16,16,true,false,-32,-4,48,0,16,24,true,false,-31,-1,184,200,16,24,true,false
wep2,167,3,90,0,false,-32,-4,144,8,16,16,true,false,-33,-7,64,0,16,24,false,false,-37,-5,176,0,16,16,false,false
wep2,168,3,90,0,false,-32,-5,144,8,16,16,true,false,-33,-8,64,0,16,24,false,false,-37,-6,176,0,16,16,false,false
wep2,169,3,90,0,false,-36,3,128,8,16,16,true,false,-37,-1,48,0,16,24,true,false,-36,3,184,200,16,24,true,false
wep2,170,2,90,0,false,-30,0,128,8,16,16,true,false,-32,-3,48,0,16,24,true,false
wep2,171,3,90,0,false,-24,5,184,200,16,24,false,false,-21,1,48,0,16,24,false,false,-22,5,128,8,16,16,false,false
wep2,172,2,90,0,false,-20,2,48,0,16,24,false,false,-22,5,128,8,16,16,false,false
wep2,173,3,90,0,false,-22,1,128,200,24,24,true,false,-18,0,80,0,16,24,true,false,-17,3,160,8,16,16,true,false
wep2,174,3,90,0,false,-30,0,128,8,16,16,true,false,-32,-4,48,0,16,24,true,false,-31,-1,184,200,16,24,true,false
wep2,175,2,90,0,false,-17,-1,80,0,16,24,true,false,-17,1,160,8,16,16,true,false
wep2,176,2,90,0,false,-30,0,128,8,16,16,true,false,-33,-3,32,0,16,24,true,false
wep2,177,2,90,0,false,-36,3,128,8,16,16,true,false,-38,0,32,0,16,24,true,false
wep2,178,2,90,0,false,-17,1,80,0,16,24,true,false,-17,3,160,8,16,16,true,false
wep2,179,2,90,0,false,-15,-1,32,0,16,24,false,false,-17,3,160,8,16,16,true,false
wep2,180,2,90,0,false,-36,3,128,8,16,16,true,false,-38,0,48,0,16,24,true,false
wep2,181,2,90,0,false,-37,3,128,8,16,16,true,false,-39,0,48,0,16,24,true,false
wep2,182,2,90,0,false,-36,3,128,8,16,16,true,false,-38,-1,32,0,16,24,true,false
wep2,183,2,90,0,false,-20,2,32,0,16,24,false,false,-22,5,128,8,16,16,false,false
wep2,184,2,90,0,false,-19,3,32,0,16,24,false,false,-22,5,128,8,16,16,false,false
wep2,185,3,90,0,false,-37,-3,128,200,24,24,false,false,-33,-3,80,0,16,24,false,false,-32,0,160,8,16,16,false,false
wep2,186,2,90,0,false,-19,3,32,0,16,24,false,false,-22,5,128,8,16,16,false,false
wep2,187,2,90,0,false,-14,0,32,0,16,24,false,false,-17,3,160,8,16,16,true,false
wep2,188,2,90,0,false,-13,1,32,0,16,24,false,false,-17,3,160,8,16,16,true,false
wep2,189,3,90,0,false,-30,-1,184,200,16,24,true,false,-32,-2,48,0,16,24,true,false,-31,2,128,8,16,16,true,false
wep2,190,3,90,0,false,-36,-5,176,0,24,16,false,false,-33,-7,80,0,16,24,false,false,-32,-4,144,8,16,16,true,false
wep2,191,3,90,0,false,-37,-7,176,0,24,16,false,false,-34,-9,80,0,16,24,false,false,-33,-6,144,8,16,16,true,false
wep2,192,3,90,0,false,-40,-3,128,200,24,24,false,false,-36,-3,80,0,16,24,false,false,-35,0,160,8,16,16,false,false
wep2,193,2,90,0,false,-31,1,64,0,16,24,false,false,-31,2,128,8,16,16,true,false
wep2,194,3,90,0,false,-31,0,184,200,16,24,true,false,-33,-1,48,0,16,24,true,false,-32,3,128,8,16,16,true,false
wep2,195,3,90,0,false,-33,3,184,200,16,24,true,false,-35,2,48,0,16,24,true,false,-34,6,128,8,16,16,true,false
wep2,196,2,90,0,false,-32,-1,48,0,16,24,true,false,-30,2,128,8,16,16,true,false
wep2,197,3,90,0,false,-23,6,128,8,16,16,false,false,-24,0,48,0,16,24,false,false,-26,6,184,200,16,24,false,false
wep2,198,2,90,0,false,-21,0,128,8,16,16,false,false,-25,-3,64,0,16,24,true,false
wep2,199,2,90,0,false,-33,-2,48,0,16,24,true,false,-30,0,128,8,16,16,true,false
wep2,200,2,90,0,false,-23,-2,128,8,16,16,false,false,-26,-4,64,0,16,24,true,false
wep2,201,2,90,0,false,-36,-2,64,0,16,24,false,false,-35,0,160,8,16,16,false,false
wep2,202,2,90,0,false,-37,-1,64,0,16,24,false,false,-35,0,160,8,16,16,false,false
wep2,203,2,90,0,false,-38,0,64,0,16,24,false,false,-35,0,160,8,16,16,false,false
wep2,204,2,90,0,false,-35,2,48,0,16,24,true,false,-34,6,128,8,16,16,true,false
wep2,205,2,90,0,false,-36,3,48,0,16,24,true,false,-34,6,128,8,16,16,true,false
wep2,206,2,90,0,false,-37,4,48,0,16,24,true,false,-34,6,128,8,16,16,true,false
wep2,207,2,90,0,false,-23,6,128,8,16,16,false,false,-23,1,48,0,16,24,false,false
wep2,208,2,90,0,false,-23,6,128,8,16,16,false,false,-27,3,64,0,16,24,true,false
wep2,209,2,90,0,false,-23,6,128,8,16,16,false,false,-26,4,64,0,16,24,true,false
wep2,210,2,90,0,false,-24,-5,168,200,16,24,false,false,-30,-2,128,112,24,16,true,false
wep2,211,2,90,0,false,-27,-9,168,200,16,24,false,false,-33,-6,128,112,24,16,true,false
wep2,212,2,90,0,false,-26,-12,168,200,16,24,false,false,-31,-6,176,112,24,16,true,false
wep2,213,2,90,0,false,-17,8,152,200,16,24,false,false,-37,-2,128,112,24,16,true,false
wep2,214,2,90,0,false,-30,-6,168,200,16,24,false,false,-37,-2,128,112,24,16,true,false
wep2,215,2,90,0,false,-23,-3,168,200,16,24,true,false,-27,3,176,112,24,16,false,false
wep2,216,1,90,0,false,-25,2,104,112,24,16,false,false
wep2,217,2,45,0,false,-17,-13,152,200,16,24,false,false,-27,-5,176,112,24,16,false,false
wep2,218,2,90,0,false,-23,-4,168,200,16,24,true,false,-25,0,104,112,24,16,false,false
wep2,219,1,90,0,false,-30,0,152,112,24,8,false,false
wep2,220,1,90,0,false,-29,-1,104,112,24,16,false,false
wep2,221,1,90,0,false,-36,-2,104,112,24,16,true,false
wep2,222,1,45,0,false,-27,-4,176,112,24,16,false,false
wep2,223,1,45,0,false,-27,-8,176,112,24,16,false,false
wep2,224,1,90,0,false,-36,-1,104,112,24,16,true,false
wep2,225,1,90,0,false,-36,-4,104,112,24,16,true,false
wep2,226,1,90,0,false,-36,-3,104,112,24,16,true,false
wep2,227,1,90,0,false,-25,1,104,112,24,16,false,false
wep2,228,1,90,0,false,-25,2,104,112,24,16,false,false
wep2,229,1,90,0,false,-28,4,152,112,24,8,false,false
wep2,230,1,90,0,false,-25,1,104,112,24,16,false,false
wep2,231,1,45,0,false,-27,-6,176,112,24,16,false,false
wep2,232,1,45,0,false,-27,-7,176,112,24,16,false,false
wep2,233,2,90,0,false,-27,-9,168,200,16,24,false,false,-33,-6,128,112,24,16,true,false
wep2,234,2,90,0,false,-27,-11,168,200,16,24,false,false,-33,-8,128,112,24,16,true,false
wep2,235,2,90,0,false,-30,-12,168,200,16,24,false,false,-36,-9,128,112,24,16,true,false
wep2,236,2,90,0,false,-32,-5,168,200,16,24,false,false,-39,-1,128,112,24,16,true,false
wep2,237,1,90,0,false,-31,2,152,112,24,8,true,false
wep2,238,2,90,0,false,-29,-3,168,200,16,24,false,false,-35,3,176,112,24,16,true,false
wep2,239,2,90,0,false,-28,0,168,200,16,24,false,false,-34,6,176,112,24,16,true,false
wep2,240,2,90,0,false,-26,-3,168,200,16,24,false,false,-36,4,176,112,24,16,false,false
wep2,241,2,90,0,false,-24,-3,168,200,16,24,true,false,-28,0,104,112,24,16,false,false
wep2,242,2,90,0,false,-23,-3,168,200,16,24,true,false,-27,0,128,112,24,16,false,false
wep2,243,1,90,0,false,-34,1,152,112,24,8,false,false
wep2,244,1,90,0,false,-23,-5,104,112,24,16,false,false
wep2,245,1,90,0,false,-38,-1,104,112,24,16,true,false
wep2,246,1,90,0,false,-39,-1,104,112,24,16,true,false
wep2,247,1,90,0,false,-38,-1,104,112,24,16,true,false
wep2,248,1,90,0,false,-35,9,152,112,24,8,false,false
wep2,249,1,90,0,false,-35,10,152,112,24,8,false,false
wep2,250,1,90,0,false,-35,9,152,112,24,8,false,false
wep2,251,1,90,0,false,-27,1,104,112,24,16,false,false
wep2,252,1,90,0,false,-26,2,104,112,24,16,false,false
wep2,253,1,90,0,false,-27,1,104,112,24,16,false,false
wep2,254,1,0,0,false,-12,-4,152,120,24,8,false,false
wep2,255,1,90,0,false,-35,-4,0,224,32,24,false,false
wep2,256,1,90,0,false,-34,-5,32,224,32,24,false,false
wep2,257,1,90,0,false,-33,-6,0,224,32,24,false,false
wep2,258,1,90,0,false,-32,-7,32,224,32,24,false,false
wep2,259,1,90,0,false,-34,-5,32,224,32,24,false,false
wep2,260,1,90,0,false,-37,-7,0,224,32,24,false,false
wep2,261,1,90,0,false,-36,-6,32,224,32,24,false,false
wep2,262,1,90,0,false,-35,-5,0,224,32,24,false,false
wep2,263,1,90,0,false,-34,-4,32,224,32,24,false,false
wep2,264,1,0,0,false,-17,-31,64,136,16,16,false,false
wep2,265,1,0,0,false,-18,-32,64,136,16,16,false,false
wep2,266,1,0,0,false,-19,-31,48,136,16,16,false,false
wep2,267,1,0,0,false,-20,-30,48,120,16,16,false,false
wep2,268,1,0,0,false,-20,-29,48,120,16,16,false,false
wep2,269,1,0,0,false,-20,-32,64,136,16,16,true,false
wep2,270,1,0,0,false,-21,-32,64,136,16,16,true,false
wep2,271,1,0,0,false,-21,-32,48,136,16,16,true,false
wep2,272,1,0,0,false,-21,-32,64,120,16,16,false,false
wep2,273,1,0,0,false,-21,-31,64,120,16,16,false,false
wep2,274,1,135,0,false,-37,12,40,152,48,16,false,false
wep2,275,1,90,0,false,-45,2,40,152,48,16,false,false
wep2,276,1,45,0,false,-35,-5,40,152,48,16,false,false
wep2,277,1,0,0,false,-22,-36,0,152,48,16,false,false
wep2,278,1,90,0,false,-45,1,0,152,48,16,true,true
wep2,279,1,90,0,false,-34,5,40,152,48,16,true,false
wep2,280,1,0,0,false,-29,-29,0,152,48,16,false,false
wep2,281,1,45,0,false,-40,-18,40,152,48,16,false,false
wep2,282,1,45,0,false,-46,-20,40,152,48,16,false,false
wep2,283,1,45,0,false,-49,-20,40,152,48,16,false,false
wep2,284,1,0,0,false,-27,-27,0,152,48,16,false,false
wep2,285,1,45,0,false,-39,-18,40,152,48,16,false,false
wep2,286,1,90,0,false,-44,-3,0,152,48,16,false,true
wep2,287,1,0,0,false,-33,-15,0,152,48,16,false,true
wep2,288,1,0,0,false,-37,-12,0,152,48,16,false,true
wep2,289,1,90,0,false,-28,5,0,152,48,16,true,true
wep2,290,1,90,0,false,-20,7,0,152,48,16,true,true
wep2,291,1,90,0,false,-16,9,0,152,48,16,true,true
wep2,292,1,45,0,false,-40,-19,40,152,48,16,false,false
wep2,293,1,0,0,false,-34,-37,0,152,48,16,false,false
wep2,294,1,0,0,false,-36,-38,0,152,48,16,false,false
wep2,295,1,0,0,false,-28,-20,0,152,48,16,false,true
wep2,296,1,0,0,false,-34,-16,0,152,48,16,false,true
wep2,297,1,0,0,false,-37,-14,0,152,48,16,false,true
wep2,298,1,90,0,false,-28,5,0,152,48,16,true,true
wep2,299,1,135,0,false,-10,3,40,152,48,16,true,false
wep2,300,1,135,0,false,-6,3,40,152,48,16,true,false
wep2,301,1,0,0,false,-26,-29,0,152,48,16,false,false
wep2,302,1,45,0,false,-40,-22,40,152,48,16,false,false
wep2,303,1,90,0,false,-42,-5,0,152,48,16,false,true
wep2,304,1,0,0,false,-23,-23,0,152,32,16,false,true
wep2,305,1,45,0,false,-60,-22,40,152,48,16,false,false
wep2,306,1,0,0,false,-35,-31,0,152,48,16,false,false
wep2,307,1,0,0,false,-39,-34,0,152,48,16,false,false
wep2,308,1,0,0,false,-26,-29,0,152,48,16,false,false
wep2,309,1,135,0,false,-18,11,40,152,48,16,true,true
wep2,310,1,135,0,false,-12,9,40,152,48,16,true,false
wep2,311,1,45,0,false,-50,-19,40,152,48,16,false,false
wep2,312,1,45,0,false,-54,-19,40,152,48,16,false,false
wep2,313,1,45,0,false,-60,-22,40,152,48,16,false,false
wep2,314,1,0,0,false,-35,-31,0,152,48,16,false,false
wep2,315,1,0,0,false,-39,-34,0,152,48,16,false,false
wep2,316,1,0,0,false,-39,-34,0,152,48,16,false,false
wep2,317,1,0,0,false,-29,-20,0,152,32,16,false,true
wep2,318,1,0,0,false,-32,-15,0,152,32,16,false,true
wep2,319,1,0,0,false,-35,-11,0,152,32,16,false,true
wep2,320,1,0,0,false,-17,-39,32,48,24,16,false,false
wep2,321,1,0,0,false,-2,-34,32,48,24,16,false,false
wep2,322,1,0,0,false,4,-34,32,48,24,16,false,false
wep2,323,1,0,0,false,-23,-18,32,48,24,16,false,false
wep2,324,1,0,0,false,-23,-35,32,48,24,16,false,false
wep2,325,2,0,0,false,-34,-41,32,48,24,16,false,false,-31,-36,56,80,24,16,false,false
wep2,326,3,0,0,false,-36,-43,32,48,24,16,false,false,-33,-38,56,80,24,16,false,false,-26,-33,32,64,24,16,false,false
wep2,327,3,0,0,false,-46,-51,32,48,24,16,false,false,-38,-43,32,64,24,16,false,false,-28,-33,32,64,24,16,false,false
wep2,328,1,0,0,false,-25,-23,32,48,24,16,false,false
wep2,329,3,0,0,false,-43,-46,32,48,24,16,false,false,-38,-41,32,64,24,16,false,false,-32,-34,56,80,24,16,false,false
wep2,330,2,0,0,false,-32,-35,32,48,24,16,false,false,-29,-31,56,80,24,16,false,false
wep2,331,2,0,0,false,-33,-11,32,48,24,16,false,false,-30,-14,80,80,24,16,false,false
wep2,332,3,0,0,false,-47,-7,32,48,24,16,false,false,-43,-8,80,80,24,16,false,false,-32,-14,32,80,24,16,false,false
wep2,333,3,0,0,false,-47,-7,32,48,24,16,false,false,-42,-9,32,80,24,16,false,false,-32,-14,32,80,24,16,false,false
wep2,334,1,0,0,false,-25,-18,32,48,24,16,false,false
wep2,335,3,0,0,false,-43,-9,32,48,24,16,false,false,-38,-11,32,80,24,16,false,false,-30,-14,80,80,24,16,false,false
wep2,336,2,0,0,false,-32,-12,32,48,24,16,false,false,-30,-14,80,80,24,16,false,false
wep2,337,2,0,0,false,-30,-3,32,48,24,16,false,false,-29,-7,104,80,24,16,false,false
wep2,338,3,0,0,false,-37,11,32,48,24,16,false,false,-36,7,104,80,24,16,false,false,-26,-6,32,96,24,24,false,false
wep2,339,3,0,0,false,-34,13,32,48,24,16,false,false,-31,4,32,96,24,24,false,false,-26,-6,32,96,24,24,false,false
wep2,340,3,0,0,false,-34,13,32,48,24,16,false,false,-31,4,32,96,24,24,false,false,-26,-6,32,96,24,24,false,false
wep2,341,3,0,0,false,-35,7,32,48,24,16,false,false,-32,-2,32,96,24,24,false,false,-29,-5,104,80,24,16,false,false
wep2,342,2,0,0,false,-29,-3,32,48,24,16,false,false,-29,-5,104,80,24,16,false,false
wep2,343,1,0,0,false,-8,-36,32,48,24,16,true,false
wep2,344,1,0,0,false,-5,-35,32,48,24,16,true,false
wep2,345,1,0,0,false,1,-32,32,48,24,16,true,false
wep2,346,1,0,0,false,-25,-36,32,48,24,16,true,false
wep2,347,2,0,0,false,-25,-39,104,80,24,16,true,false,-36,-42,32,48,24,16,true,false
wep2,348,3,0,0,false,-26,-39,104,80,24,16,true,false,-37,-54,32,96,24,24,true,false,-44,-56,32,48,24,16,true,false
wep2,349,3,0,0,false,-28,-47,32,96,24,24,true,false,-34,-59,32,96,24,24,true,false,-41,-61,32,48,24,16,true,false
wep2,350,1,0,0,false,-19,-26,32,48,24,16,true,false
wep2,351,3,0,0,false,-27,-46,32,96,24,24,true,false,-30,-48,104,80,24,16,true,false,-41,-51,32,48,24,16,true,false
wep2,352,2,0,0,false,-23,-39,104,80,24,16,true,false,-34,-42,32,48,24,16,true,false
wep2,353,2,0,0,false,-26,-19,80,80,24,16,true,false,-37,-22,32,48,24,16,true,false
wep2,354,3,0,0,false,-26,-19,80,80,24,16,true,false,-37,-25,32,80,24,16,true,false,-48,-29,32,48,24,16,true,false
wep2,355,3,0,0,false,-26,-21,32,80,24,16,true,false,-40,-28,32,80,24,16,true,false,-51,-32,32,48,24,16,true,false
wep2,356,1,0,0,false,-27,-23,32,48,24,16,true,false
wep2,357,3,0,0,false,-26,-24,32,80,24,16,true,false,-34,-28,80,80,24,16,true,false,-44,-31,32,48,24,16,true,false
wep2,358,2,0,0,false,-24,-22,80,80,24,16,true,false,-35,-25,32,48,24,16,true,false
wep2,359,2,0,0,false,-25,-11,56,80,24,16,true,false,-35,-7,32,48,24,16,true,false
wep2,360,2,0,0,false,-26,-10,56,80,24,16,true,false,-37,-5,32,48,24,16,true,false
wep2,361,2,0,0,false,-30,-7,32,64,24,16,false,true,-38,-3,32,48,24,16,true,false
wep2,362,1,0,0,false,-27,-20,32,48,24,16,true,false
wep2,363,2,0,0,false,-26,-10,56,80,24,16,true,false,-37,-5,32,48,24,16,true,false
wep2,364,1,0,0,false,-25,-12,32,48,24,16,true,false
wep2,365,1,0,0,false,-16,-38,152,80,16,16,false,false
wep2,366,1,0,0,false,-1,-33,152,96,16,16,true,false
wep2,367,1,0,0,false,5,-30,184,96,16,16,true,false
